RT_Demand,DayOfWeek,HourOfDay
1374.92,1.0,14.0
1379.23,1.0,15.0
1397.45,1.0,16.0
1475.26,1.0,17.0
1570.04,1.0,18.0
1538.48,1.0,19.0
1470.22,1.0,20.0
1392.9,1.0,21.0
1299.26,1.0,22.0
1199.95,1.0,23.0
1124.41,2.0,0.0
1071.56,2.0,1.0
1036.71,2.0,2.0
1020.05,2.0,3.0
1022.96,2.0,4.0
1056.95,2.0,5.0
1151.53,2.0,6.0
1291.98,2.0,7.0
1377.88,2.0,8.0
1383.45,2.0,9.0
1363.19,2.0,10.0
1346.77,2.0,11.0
1336.94,2.0,12.0
1316.6,2.0,13.0
1307.46,2.0,14.0
1305.71,2.0,15.0
1325.34,2.0,16.0
1397.24,2.0,17.0
1502.44,2.0,18.0
1472.61,2.0,19.0
1404.32,2.0,20.0
1326.36,2.0,21.0
1225.8,2.0,22.0
1124.51,2.0,23.0
1041.78,3.0,0.0
990.48,3.0,1.0
965.42,3.0,2.0
954.68,3.0,3.0
961.5,3.0,4.0
1003.8,3.0,5.0
1110.25,3.0,6.0
1254.78,3.0,7.0
1332.17,3.0,8.0
1334.89,3.0,9.0
1316.11,3.0,10.0
1304.91,3.0,11.0
1299.39,3.0,12.0
1294.22,3.0,13.0
1294.99,3.0,14.0
1294.78,3.0,15.0
1302.94,3.0,16.0
1368.54,3.0,17.0
1462.84,3.0,18.0
1430.45,3.0,19.0
1361.51,3.0,20.0
1281.75,3.0,21.0
1175.89,3.0,22.0
1073.97,3.0,23.0
987.84,4.0,0.0
934.04,4.0,1.0
899.95,4.0,2.0
883.25,4.0,3.0
884.92,4.0,4.0
917.66,4.0,5.0
1008.8,4.0,6.0
1146.48,4.0,7.0
1245.13,4.0,8.0
1266.81,4.0,9.0
1254.39,4.0,10.0
1250.19,4.0,11.0
1251.47,4.0,12.0
1246.36,4.0,13.0
1248.86,4.0,14.0
1244.07,4.0,15.0
1248.76,4.0,16.0
1300.47,4.0,17.0
1381.49,4.0,18.0
1345.59,4.0,19.0
1280.31,4.0,20.0
1210.64,4.0,21.0
1125.52,4.0,22.0
1035.61,4.0,23.0
953.05,5.0,0.0
890.1,5.0,1.0
856.33,5.0,2.0
837.71,5.0,3.0
833.62,5.0,4.0
848.69,5.0,5.0
890.87,5.0,6.0
959.4,5.0,7.0
1031.49,5.0,8.0
1094.34,5.0,9.0
1126.64,5.0,10.0
1130.89,5.0,11.0
1123.45,5.0,12.0
1120.49,5.0,13.0
1122.22,5.0,14.0
1123.24,5.0,15.0
1138.23,5.0,16.0
1214.7,5.0,17.0
1299.07,5.0,18.0
1258.11,5.0,19.0
1194.1,5.0,20.0
1121.27,5.0,21.0
1055.44,5.0,22.0
975.55,5.0,23.0
904.18,6.0,0.0
854.79,6.0,1.0
824.04,6.0,2.0
807.59,6.0,3.0
803.93,6.0,4.0
815.24,6.0,5.0
849.33,6.0,6.0
902.61,6.0,7.0
970.04,6.0,8.0
1035.82,6.0,9.0
1073.31,6.0,10.0
1091.97,6.0,11.0
1099.83,6.0,12.0
1105.88,6.0,13.0
1105.06,6.0,14.0
1112.32,6.0,15.0
1143.65,6.0,16.0
1235.63,6.0,17.0
1338.54,6.0,18.0
1295.54,6.0,19.0
1224.17,6.0,20.0
1143.08,6.0,21.0
1054.0,6.0,22.0
964.75,6.0,23.0
900.46,0.0,0.0
858.51,0.0,1.0
839.66,0.0,2.0
831.98,0.0,3.0
843.71,0.0,4.0
882.69,0.0,5.0
985.71,0.0,6.0
1136.97,0.0,7.0
1233.11,0.0,8.0
1253.65,0.0,9.0
1253.03,0.0,10.0
1254.04,0.0,11.0
1259.24,0.0,12.0
1259.96,0.0,13.0
1266.64,0.0,14.0
1265.16,0.0,15.0
1275.37,0.0,16.0
1338.17,0.0,17.0
1443.31,0.0,18.0
1405.26,0.0,19.0
1325.77,0.0,20.0
1240.32,0.0,21.0
1140.46,0.0,22.0
1039.41,0.0,23.0
959.15,1.0,0.0
903.27,1.0,1.0
876.23,1.0,2.0
866.39,1.0,3.0
873.99,1.0,4.0
914.35,1.0,5.0
1013.33,1.0,6.0
1158.86,1.0,7.0
1248.14,1.0,8.0
1262.54,1.0,9.0
1255.47,1.0,10.0
1256.08,1.0,11.0
1269.23,1.0,12.0
1269.13,1.0,13.0
1276.7,1.0,14.0
1279.17,1.0,15.0
1290.24,1.0,16.0
1349.51,1.0,17.0
1439.89,1.0,18.0
1400.23,1.0,19.0
1325.97,1.0,20.0
1240.27,1.0,21.0
1139.47,1.0,22.0
1041.49,1.0,23.0
960.91,2.0,0.0
904.3,2.0,1.0
872.65,2.0,2.0
857.18,2.0,3.0
859.44,2.0,4.0
890.92,2.0,5.0
973.23,2.0,6.0
1084.13,2.0,7.0
1177.17,2.0,8.0
1237.64,2.0,9.0
1262.16,2.0,10.0
1294.29,2.0,11.0
1324.07,2.0,12.0
1336.85,2.0,13.0
1347.44,2.0,14.0
1339.1,2.0,15.0
1348.05,2.0,16.0
1419.62,2.0,17.0
1476.96,2.0,18.0
1436.92,2.0,19.0
1362.95,2.0,20.0
1280.82,2.0,21.0
1178.76,2.0,22.0
1075.93,2.0,23.0
991.97,3.0,0.0
933.02,3.0,1.0
898.68,3.0,2.0
880.39,3.0,3.0
878.68,3.0,4.0
908.36,3.0,5.0
992.49,3.0,6.0
1130.63,3.0,7.0
1228.16,3.0,8.0
1277.14,3.0,9.0
1304.5,3.0,10.0
1329.0,3.0,11.0
1335.4,3.0,12.0
1333.97,3.0,13.0
1326.65,3.0,14.0
1313.98,3.0,15.0
1319.56,3.0,16.0
1386.75,3.0,17.0
1451.57,3.0,18.0
1416.13,3.0,19.0
1344.62,3.0,20.0
1267.89,3.0,21.0
1171.57,3.0,22.0
1070.85,3.0,23.0
990.26,4.0,0.0
938.98,4.0,1.0
908.79,4.0,2.0
897.13,4.0,3.0
903.66,4.0,4.0
938.69,4.0,5.0
1034.0,4.0,6.0
1169.61,4.0,7.0
1272.25,4.0,8.0
1338.41,4.0,9.0
1366.34,4.0,10.0
1385.93,4.0,11.0
1404.45,4.0,12.0
1402.25,4.0,13.0
1392.86,4.0,14.0
1379.32,4.0,15.0
1377.47,4.0,16.0
1426.98,4.0,17.0
1477.2,4.0,18.0
1437.06,4.0,19.0
1368.52,4.0,20.0
1295.19,4.0,21.0
1205.68,4.0,22.0
1114.44,4.0,23.0
1030.58,5.0,0.0
971.66,5.0,1.0
938.2,5.0,2.0
922.23,5.0,3.0
919.74,5.0,4.0
937.83,5.0,5.0
985.12,5.0,6.0
1053.49,5.0,7.0
1125.4,5.0,8.0
1188.98,5.0,9.0
1218.81,5.0,10.0
1233.59,5.0,11.0
1235.47,5.0,12.0
1229.49,5.0,13.0
1212.93,5.0,14.0
1212.29,5.0,15.0
1238.79,5.0,16.0
1333.16,5.0,17.0
1417.84,5.0,18.0
1387.36,5.0,19.0
1332.39,5.0,20.0
1271.13,5.0,21.0
1195.18,5.0,22.0
1115.62,5.0,23.0
1045.16,6.0,0.0
995.18,6.0,1.0
967.0,6.0,2.0
955.54,6.0,3.0
956.41,6.0,4.0
974.61,6.0,5.0
1012.61,6.0,6.0
1065.74,6.0,7.0
1123.07,6.0,8.0
1177.0,6.0,9.0
